Date,ppt_mm,tmin,tmean,tmax,Site,Region
2020-03-11,12.51,12.8,16.7,20.5,Pleasant,Sonoran Central
2020-03-12,14.2,14.5,16.3,18.2,Pleasant,Sonoran Central
2020-03-13,32.4,9.6,14.5,19.5,Pleasant,Sonoran Central
2020-03-14,6,9.1,12.6,16.2,Pleasant,Sonoran Central
2020-03-15,0,8.5,14,19.4,Pleasant,Sonoran Central
2020-03-16,0,9,15.5,21.9,Pleasant,Sonoran Central
2020-03-17,0,9.1,16,22.8,Pleasant,Sonoran Central
2020-03-18,0.07,10.7,15.4,20.2,Pleasant,Sonoran Central
2020-03-19,27.39,7.8,12.2,16.6,Pleasant,Sonoran Central
2020-03-20,0,5.9,10.4,14.9,Pleasant,Sonoran Central
2020-03-21,0,6.1,12.4,18.8,Pleasant,Sonoran Central
2020-03-22,0,8.2,14.3,20.3,Pleasant,Sonoran Central
2020-03-23,0,9.1,14.8,20.5,Pleasant,Sonoran Central
2020-03-24,0,8.9,15.2,21.5,Pleasant,Sonoran Central
2020-03-25,0,8.4,15.4,22.3,Pleasant,Sonoran Central
2020-03-26,0,10.1,15.6,21.2,Pleasant,Sonoran Central
2020-03-27,0,7.1,12.7,18.3,Pleasant,Sonoran Central
2020-03-28,0,4.1,9.9,15.8,Pleasant,Sonoran Central
2020-03-29,0,3.7,11.3,19,Pleasant,Sonoran Central
2020-03-30,0,7,14.4,21.9,Pleasant,Sonoran Central
2020-03-31,0,8.1,15.6,23.1,Pleasant,Sonoran Central
2020-04-01,0,9.9,17.5,25.1,Pleasant,Sonoran Central
2020-04-02,0,12.5,19.4,26.3,Pleasant,Sonoran Central
2020-04-03,0,10.5,18,25.5,Pleasant,Sonoran Central
2020-04-04,0,10.1,18,25.8,Pleasant,Sonoran Central
2020-04-05,0,10.5,18.1,25.7,Pleasant,Sonoran Central
2020-04-06,0,10.7,18,25.2,Pleasant,Sonoran Central
2020-04-07,0,10.2,17.5,24.8,Pleasant,Sonoran Central
2020-04-08,0,9.8,17.6,25.4,Pleasant,Sonoran Central
2020-04-09,0,8.5,16.5,24.5,Pleasant,Sonoran Central
2020-04-10,0,7.3,13.8,20.3,Pleasant,Sonoran Central
2020-04-11,0,8.3,15.5,22.6,Pleasant,Sonoran Central
2020-04-12,0.04,9.7,14.8,19.8,Pleasant,Sonoran Central
2020-04-13,0,9.5,15.6,21.8,Pleasant,Sonoran Central
2020-04-14,1.85,10.2,16.2,22.2,Pleasant,Sonoran Central
2020-04-15,0,9.1,16.8,24.5,Pleasant,Sonoran Central
2020-04-16,0,8.8,17.3,25.7,Pleasant,Sonoran Central
2020-04-17,0,9.6,18.2,26.8,Pleasant,Sonoran Central
2020-04-18,0,10.5,19.2,27.8,Pleasant,Sonoran Central
2020-04-19,0,11.1,17.2,23.4,Pleasant,Sonoran Central
2020-04-20,0,10.7,18.2,25.7,Pleasant,Sonoran Central
2020-04-21,0,12.9,20.3,27.7,Pleasant,Sonoran Central
2020-04-22,0,12.7,19.1,25.5,Pleasant,Sonoran Central
2020-04-23,0,13.4,22.2,31,Pleasant,Sonoran Central
2020-04-24,0,15.3,24.5,33.7,Pleasant,Sonoran Central
2020-04-25,0,16.1,25.2,34.3,Pleasant,Sonoran Central
2020-04-26,0,17.1,26.2,35.2,Pleasant,Sonoran Central
2020-04-27,0,17,26.8,36.6,Pleasant,Sonoran Central
2020-04-28,0,18.5,27.2,35.8,Pleasant,Sonoran Central
2020-04-29,0,17.8,27.1,36.4,Pleasant,Sonoran Central
2020-04-30,0,19.5,28.7,37.8,Pleasant,Sonoran Central
2020-05-01,0,17.3,26.4,35.5,Pleasant,Sonoran Central
2020-05-02,0,18.4,27,35.5,Pleasant,Sonoran Central
2020-05-03,0,18.3,26.2,34,Pleasant,Sonoran Central
2020-05-04,0,18,25.6,33.3,Pleasant,Sonoran Central
2020-05-05,0,17.7,26.3,34.9,Pleasant,Sonoran Central
2020-05-06,0,19.3,28.1,36.9,Pleasant,Sonoran Central
2020-05-07,0,19.2,28.8,38.3,Pleasant,Sonoran Central
2020-05-08,0,19.2,28.9,38.6,Pleasant,Sonoran Central
2020-05-09,0,21.4,29.2,37,Pleasant,Sonoran Central
2020-05-10,0,22.1,29.2,36.4,Pleasant,Sonoran Central
2020-05-11,0.46,22.7,29,35.4,Pleasant,Sonoran Central
2020-05-12,0,21.4,27.8,34.3,Pleasant,Sonoran Central
2020-05-13,0,18,24.9,31.7,Pleasant,Sonoran Central
2020-05-14,0,15.9,22.7,29.4,Pleasant,Sonoran Central
2020-05-15,0,16.4,23.2,30,Pleasant,Sonoran Central
2020-05-16,0,17.2,24.6,32,Pleasant,Sonoran Central
2020-05-17,0,18.9,26.8,34.6,Pleasant,Sonoran Central
2020-05-18,0,19.1,27.1,35.1,Pleasant,Sonoran Central
2020-05-19,0,19.1,26.8,34.5,Pleasant,Sonoran Central
2020-05-20,0,14.8,21.9,28.9,Pleasant,Sonoran Central
2020-05-21,0,12.4,20.2,28.1,Pleasant,Sonoran Central
2020-05-22,0,15.7,23.3,30.9,Pleasant,Sonoran Central
2020-05-23,0,16.1,24.2,32.2,Pleasant,Sonoran Central
2020-05-24,0,17.5,24.4,31.3,Pleasant,Sonoran Central
2020-05-25,0,17.7,25.2,32.8,Pleasant,Sonoran Central
2020-05-26,0,18.6,26.4,34.2,Pleasant,Sonoran Central
2020-05-27,0,19,28,37,Pleasant,Sonoran Central
2020-05-28,0,19.7,30,40.2,Pleasant,Sonoran Central
2020-05-29,0,22.8,31.9,40.9,Pleasant,Sonoran Central
2020-05-30,0,24,32.9,41.7,Pleasant,Sonoran Central
2020-05-31,0,24.2,32.2,40.2,Pleasant,Sonoran Central
2020-06-01,0,23.2,31.2,39.3,Pleasant,Sonoran Central
2020-06-02,0,22.1,30.5,38.9,Pleasant,Sonoran Central
2020-06-03,0,25.9,33.1,40.4,Pleasant,Sonoran Central
2020-06-04,0,26.3,34,41.7,Pleasant,Sonoran Central
2020-06-05,0,26.7,34.1,41.6,Pleasant,Sonoran Central
2020-06-06,0,20,29.6,39.2,Pleasant,Sonoran Central
2020-06-07,0,19.5,25.3,31.1,Pleasant,Sonoran Central
2020-06-08,0,18.7,25.7,32.7,Pleasant,Sonoran Central
2020-06-09,0,17.5,23.6,29.7,Pleasant,Sonoran Central
2020-06-10,0,17.4,25.3,33.1,Pleasant,Sonoran Central
2020-06-11,0,18.8,28.4,38,Pleasant,Sonoran Central
2020-06-12,0,21,30.7,40.4,Pleasant,Sonoran Central
2020-06-13,0,22.3,31,39.7,Pleasant,Sonoran Central
2020-06-14,0,19.6,28.7,37.8,Pleasant,Sonoran Central
2020-06-15,0,19.5,28.6,37.6,Pleasant,Sonoran Central
2020-06-16,0,20.2,29.1,38,Pleasant,Sonoran Central
2020-06-17,0,21.2,29.7,38.1,Pleasant,Sonoran Central
2020-06-18,0,21.8,29.2,36.6,Pleasant,Sonoran Central
2020-06-19,0,21.7,29.2,36.7,Pleasant,Sonoran Central
2020-06-20,0,20.8,29.1,37.4,Pleasant,Sonoran Central
2020-06-21,0,21.7,30.3,38.8,Pleasant,Sonoran Central
2020-06-22,0,23,31.8,40.6,Pleasant,Sonoran Central
2020-06-23,0,23.7,32.1,40.5,Pleasant,Sonoran Central
2020-06-24,0,23.1,32.1,41,Pleasant,Sonoran Central
2020-06-25,0,23.5,32.6,41.7,Pleasant,Sonoran Central
2020-06-26,0,24.2,32.1,40,Pleasant,Sonoran Central
2020-06-27,0,24.5,32.5,40.6,Pleasant,Sonoran Central
2020-06-28,0,24.1,31.7,39.2,Pleasant,Sonoran Central
2020-06-29,0,23.4,30.4,37.3,Pleasant,Sonoran Central
2020-06-30,0,20.6,27.6,34.6,Pleasant,Sonoran Central
2020-07-01,0,20.5,28,35.4,Pleasant,Sonoran Central
2020-07-02,0,21.4,29.3,37.3,Pleasant,Sonoran Central
2020-07-03,0,23.5,30.6,37.6,Pleasant,Sonoran Central
2020-07-04,0,26.1,32.2,38.4,Pleasant,Sonoran Central
2020-07-05,0,26.1,33.8,41.4,Pleasant,Sonoran Central
2020-07-06,0,24.8,33.7,42.5,Pleasant,Sonoran Central
2020-07-07,0,24,33.2,42.3,Pleasant,Sonoran Central
2020-07-08,0,24.5,33.1,41.8,Pleasant,Sonoran Central
2020-07-09,0,27.8,34.5,41.2,Pleasant,Sonoran Central
2020-07-10,0,27.6,34.5,41.4,Pleasant,Sonoran Central
2020-07-11,0,29.3,36.1,42.8,Pleasant,Sonoran Central
2020-07-12,0.02,30,37.5,45,Pleasant,Sonoran Central
2020-07-13,0,30.1,37.5,44.9,Pleasant,Sonoran Central
2020-07-14,0,28.7,35.7,42.6,Pleasant,Sonoran Central
2020-07-15,0,28.4,34.8,41.3,Pleasant,Sonoran Central
2020-07-16,0,27.3,34.2,41,Pleasant,Sonoran Central
2020-07-17,0,27.1,34.3,41.5,Pleasant,Sonoran Central
2020-07-18,0,27,33.8,40.6,Pleasant,Sonoran Central
2020-07-19,0,28.3,35.2,42,Pleasant,Sonoran Central
2020-07-20,0,29.4,35.6,41.9,Pleasant,Sonoran Central
2020-07-21,0,28.6,33,37.4,Pleasant,Sonoran Central
2020-07-22,0,27.6,34.2,40.8,Pleasant,Sonoran Central
2020-07-23,0,27.6,33.8,40,Pleasant,Sonoran Central
2020-07-24,0,25,30.2,35.4,Pleasant,Sonoran Central
2020-07-25,0.87,24.3,30.9,37.5,Pleasant,Sonoran Central
2020-07-26,0,24.5,31.8,39,Pleasant,Sonoran Central
2020-07-27,0,25.2,33.2,41.2,Pleasant,Sonoran Central
2020-07-28,0,27.8,34.8,41.8,Pleasant,Sonoran Central
2020-07-29,0,27.7,35.3,43,Pleasant,Sonoran Central
2020-07-30,0,28,36.1,44.1,Pleasant,Sonoran Central
2020-07-31,0,29,37.7,46.4,Pleasant,Sonoran Central
2020-08-01,0,30.8,38,45.3,Pleasant,Sonoran Central
2020-08-02,0,30.2,36.4,42.6,Pleasant,Sonoran Central
2020-08-03,0,30,35.5,41.1,Pleasant,Sonoran Central
2020-08-04,0,28.1,35.5,42.8,Pleasant,Sonoran Central
2020-08-05,0,27.9,34.7,41.4,Pleasant,Sonoran Central
2020-08-06,0,26.1,33.4,40.6,Pleasant,Sonoran Central
2020-08-07,0,25.8,33,40.2,Pleasant,Sonoran Central
2020-08-08,0,25.1,32.6,40.2,Pleasant,Sonoran Central
2020-08-09,0,26.1,34,41.9,Pleasant,Sonoran Central
2020-08-10,0,25.6,34.1,42.5,Pleasant,Sonoran Central
2020-08-11,0,27,34.7,42.4,Pleasant,Sonoran Central
2020-08-12,0,27.7,34.7,41.6,Pleasant,Sonoran Central
2020-08-13,0,28.6,35.4,42.3,Pleasant,Sonoran Central
2020-08-14,0,30,37,44.1,Pleasant,Sonoran Central
2020-08-15,0,29.5,37.5,45.6,Pleasant,Sonoran Central
2020-08-16,0,29.2,36.7,44.2,Pleasant,Sonoran Central
2020-08-17,0,29.2,36.8,44.4,Pleasant,Sonoran Central
2020-08-18,0,29.9,36.9,43.9,Pleasant,Sonoran Central
2020-08-19,0.31,30.7,37.1,43.5,Pleasant,Sonoran Central
2020-08-20,0,30.1,36.9,43.8,Pleasant,Sonoran Central
2020-08-21,6.02,27.2,35,42.7,Pleasant,Sonoran Central
2020-08-22,0,27.6,32.3,36.9,Pleasant,Sonoran Central
2020-08-23,0.59,28,34.2,40.4,Pleasant,Sonoran Central
2020-08-24,0,29.4,35.7,42,Pleasant,Sonoran Central
2020-08-25,0,30.6,37.4,44.2,Pleasant,Sonoran Central
2020-08-26,0,30.2,36.8,43.3,Pleasant,Sonoran Central
2020-08-27,0,30.7,36.8,42.9,Pleasant,Sonoran Central
2020-08-28,0,30,36.6,43.2,Pleasant,Sonoran Central
2020-08-29,0,30.4,36.4,42.3,Pleasant,Sonoran Central
2020-08-30,5.53,23.9,30.5,37.1,Pleasant,Sonoran Central
2020-08-31,17.89,21.2,29.1,37.1,Pleasant,Sonoran Central
2020-09-01,0,22.5,29.1,35.7,Pleasant,Sonoran Central
2020-09-02,0,25.2,31.1,37,Pleasant,Sonoran Central
2020-09-03,0,24.8,31.1,37.4,Pleasant,Sonoran Central
2020-09-04,0,25,32.7,40.4,Pleasant,Sonoran Central
2020-09-05,0,26.5,35.2,43.8,Pleasant,Sonoran Central
2020-09-06,0,29.1,36.7,44.2,Pleasant,Sonoran Central
2020-09-07,0,26.5,34.7,43,Pleasant,Sonoran Central
2020-09-08,0,25,32.9,40.8,Pleasant,Sonoran Central
2020-09-09,0,18.4,26.9,35.5,Pleasant,Sonoran Central
2020-09-10,0,17,23.7,30.4,Pleasant,Sonoran Central
2020-09-11,0,17.7,24.5,31.3,Pleasant,Sonoran Central
2020-09-12,0,18.3,25.2,32,Pleasant,Sonoran Central
2020-09-13,0,18.4,26.8,35.2,Pleasant,Sonoran Central
2020-09-14,0,21.9,29.6,37.4,Pleasant,Sonoran Central
2020-09-15,0,24.1,31.2,38.4,Pleasant,Sonoran Central
2020-09-16,0,22.8,30.6,38.4,Pleasant,Sonoran Central
2020-09-17,0,22.9,31.6,40.3,Pleasant,Sonoran Central
2020-09-18,0,23.8,31.9,40.1,Pleasant,Sonoran Central
2020-09-19,0,24.7,31.9,39,Pleasant,Sonoran Central
2020-09-20,0,23,30.5,37.9,Pleasant,Sonoran Central
2020-09-21,0,23.6,31.3,39,Pleasant,Sonoran Central
2020-09-22,0.04,25.4,31.8,38.2,Pleasant,Sonoran Central
2020-09-23,0.12,23,29.9,36.8,Pleasant,Sonoran Central
2020-09-24,0,22.3,30.5,38.7,Pleasant,Sonoran Central
2020-09-25,0,21.9,30.6,39.2,Pleasant,Sonoran Central
2020-09-26,0,21.7,30.1,38.6,Pleasant,Sonoran Central
2020-09-27,0,21.4,29.2,37,Pleasant,Sonoran Central
2020-09-28,0,20.3,28.6,36.8,Pleasant,Sonoran Central
2020-09-29,0,20,29.1,38.2,Pleasant,Sonoran Central
2020-09-30,0,20.1,28.8,37.5,Pleasant,Sonoran Central
2020-10-01,0,20.5,29.7,38.8,Pleasant,Sonoran Central
2020-10-02,0,20.5,30.1,39.8,Pleasant,Sonoran Central
2020-10-03,0,20.4,30.1,39.8,Pleasant,Sonoran Central
2020-10-04,0,19.2,29.2,39.2,Pleasant,Sonoran Central
2020-10-05,0,19.5,28.9,38.4,Pleasant,Sonoran Central
2020-10-06,0,20,29.4,38.8,Pleasant,Sonoran Central
2020-10-07,0,19.1,28.9,38.6,Pleasant,Sonoran Central
2020-10-08,0,18.8,28.2,37.7,Pleasant,Sonoran Central
2020-10-09,0,20.3,28.2,36.2,Pleasant,Sonoran Central
2020-10-10,0,19.3,27.3,35.3,Pleasant,Sonoran Central
2020-10-11,0,17.4,25.2,33.1,Pleasant,Sonoran Central
2020-10-12,0,17.5,25.1,32.8,Pleasant,Sonoran Central
2020-10-13,0,18.2,26.9,35.6,Pleasant,Sonoran Central
2020-10-14,0,17.4,27.3,37.1,Pleasant,Sonoran Central
2020-10-15,0,17.3,26.8,36.4,Pleasant,Sonoran Central
2020-10-16,0,18.2,27.1,36,Pleasant,Sonoran Central
2020-10-17,0,18.4,27.7,37,Pleasant,Sonoran Central
2020-10-18,0,16.8,25.4,34,Pleasant,Sonoran Central
2020-10-19,0,16.3,25.1,33.9,Pleasant,Sonoran Central
2020-10-20,0,16.3,25.3,34.3,Pleasant,Sonoran Central
2020-10-21,0,16.3,25.3,34.4,Pleasant,Sonoran Central
2020-10-22,0,15.6,25,34.3,Pleasant,Sonoran Central
2020-10-23,0,16.1,24.2,32.4,Pleasant,Sonoran Central
2020-10-24,0,18.2,24.9,31.7,Pleasant,Sonoran Central
2020-10-25,0,17.6,23.2,28.8,Pleasant,Sonoran Central
2020-10-26,0,16,21.9,27.9,Pleasant,Sonoran Central
2020-10-27,0,8.4,13.4,18.3,Pleasant,Sonoran Central
2020-10-28,0,7.1,13.1,19.1,Pleasant,Sonoran Central
2020-10-29,0,5.9,13.1,20.3,Pleasant,Sonoran Central
2020-10-30,0,8.8,18.3,27.8,Pleasant,Sonoran Central
2020-10-31,0,12.9,21.2,29.5,Pleasant,Sonoran Central
2020-11-01,0,14.6,22.2,29.8,Pleasant,Sonoran Central
2020-11-02,0,15.9,24.9,33.8,Pleasant,Sonoran Central
2020-11-03,0,19.8,26.5,33.2,Pleasant,Sonoran Central
2020-11-04,0,15,23.6,32.1,Pleasant,Sonoran Central
2020-11-05,0,14.3,23.5,32.6,Pleasant,Sonoran Central
2020-11-06,0,16.8,25.8,34.7,Pleasant,Sonoran Central
2020-11-07,0,20.5,25.6,30.7,Pleasant,Sonoran Central
2020-11-08,0,9.6,16.7,23.7,Pleasant,Sonoran Central
2020-11-09,4.93,6.8,11.7,16.7,Pleasant,Sonoran Central
2020-11-10,0.01,5,10,15.1,Pleasant,Sonoran Central
2020-11-11,0,4.1,11.3,18.4,Pleasant,Sonoran Central
2020-11-12,0,3.7,12.1,20.6,Pleasant,Sonoran Central
2020-11-13,0,4.9,13.5,22,Pleasant,Sonoran Central
2020-11-14,0,6.5,14.9,23.3,Pleasant,Sonoran Central
2020-11-15,0,6.7,15.3,23.8,Pleasant,Sonoran Central
2020-11-16,0,9,18.2,27.3,Pleasant,Sonoran Central
2020-11-17,0,10.3,21.2,32,Pleasant,Sonoran Central
2020-11-18,0,14,22.7,31.4,Pleasant,Sonoran Central
2020-11-19,0,12.5,21.2,29.9,Pleasant,Sonoran Central
2020-11-20,0,11.9,20.3,28.7,Pleasant,Sonoran Central
2020-11-21,0,13.2,21.4,29.7,Pleasant,Sonoran Central
2020-11-22,0,13.6,21,28.4,Pleasant,Sonoran Central
2020-11-23,0,12.7,19.8,26.9,Pleasant,Sonoran Central
2020-11-24,0,9.4,16.9,24.3,Pleasant,Sonoran Central
2020-11-25,0,5.8,13.3,20.9,Pleasant,Sonoran Central
2020-11-26,0,4.8,12.4,20,Pleasant,Sonoran Central
2020-11-27,0,4.7,12.4,20.2,Pleasant,Sonoran Central
2020-11-28,0,3.9,10.8,17.6,Pleasant,Sonoran Central
2020-11-29,0,4.8,12.7,20.5,Pleasant,Sonoran Central
2020-11-30,0,4,13.7,23.4,Pleasant,Sonoran Central
2020-12-01,0,5.7,14,22.4,Pleasant,Sonoran Central
2020-12-02,0,4.3,12.7,21.2,Pleasant,Sonoran Central
2020-12-03,0,8.4,13.6,18.8,Pleasant,Sonoran Central
2020-12-04,0,2.5,10.3,18,Pleasant,Sonoran Central
2020-12-05,0,1.7,10.3,19,Pleasant,Sonoran Central
2020-12-06,0,3,12.2,21.4,Pleasant,Sonoran Central
2020-12-07,0,3.5,12.9,22.2,Pleasant,Sonoran Central
2020-12-08,0,6.3,16,25.7,Pleasant,Sonoran Central
2020-12-09,0,12.5,19,25.6,Pleasant,Sonoran Central
2020-12-10,1.71,11.6,18.7,25.8,Pleasant,Sonoran Central
2020-12-11,13.73,7.9,10.9,13.9,Pleasant,Sonoran Central
2020-12-12,0,7.6,11.9,16.3,Pleasant,Sonoran Central
2020-12-13,0,5.4,11.2,17.1,Pleasant,Sonoran Central
2020-12-14,0,4.4,10,15.6,Pleasant,Sonoran Central
2020-12-15,0,3.9,9.9,15.9,Pleasant,Sonoran Central
2020-12-16,0,3.3,9.6,15.8,Pleasant,Sonoran Central
2020-12-17,0,2.3,9.9,17.6,Pleasant,Sonoran Central
2020-12-18,0,2.3,9.3,16.2,Pleasant,Sonoran Central
2020-12-19,0,1.8,10,18.3,Pleasant,Sonoran Central
2020-12-20,0,2.3,10.7,19.2,Pleasant,Sonoran Central
2020-12-21,0,3.9,12.8,21.7,Pleasant,Sonoran Central
2020-12-22,0,5.1,14.6,24.1,Pleasant,Sonoran Central
2020-12-23,0,3.9,12.1,20.3,Pleasant,Sonoran Central
2020-12-24,0,3.2,10.8,18.5,Pleasant,Sonoran Central
2020-12-25,0,5,9.9,14.8,Pleasant,Sonoran Central
2020-12-26,0,5.3,13.1,21,Pleasant,Sonoran Central
2020-12-27,0,3.9,12,20.2,Pleasant,Sonoran Central
2020-12-28,0,4.2,12.3,20.5,Pleasant,Sonoran Central
2020-12-29,0,3.8,10.8,17.9,Pleasant,Sonoran Central
2020-12-30,0,3.6,9.3,14.9,Pleasant,Sonoran Central
2020-12-31,0,3.3,10.3,17.4,Pleasant,Sonoran Central
2021-01-01,0,2.4,8.6,14.7,Pleasant,Sonoran Central
2021-01-02,0,1.6,9.9,18.5,Pleasant,Sonoran Central
2021-01-03,0,1.7,9,16.4,Pleasant,Sonoran Central
2021-01-04,0,1.5,9.1,16.9,Pleasant,Sonoran Central
2021-01-05,0,2.5,11.4,20.4,Pleasant,Sonoran Central
2021-01-06,0,4,12.5,21.1,Pleasant,Sonoran Central
2021-01-07,0,3.9,12.2,20.5,Pleasant,Sonoran Central
2021-01-08,0,3.9,12.5,21.1,Pleasant,Sonoran Central
2021-01-09,0,3.2,11.7,20.4,Pleasant,Sonoran Central
2021-01-10,0,1.8,10.3,18.9,Pleasant,Sonoran Central
2021-01-11,0,2.6,10.5,18.4,Pleasant,Sonoran Central
2021-01-12,0,2.1,10.5,18.9,Pleasant,Sonoran Central
2021-01-13,0,1.1,10.1,19.1,Pleasant,Sonoran Central
2021-01-14,0,1.8,10.3,19.2,Pleasant,Sonoran Central
2021-01-15,0,4.5,13.4,22.9,Pleasant,Sonoran Central
2021-01-16,0,7.1,16.3,25.9,Pleasant,Sonoran Central
2021-01-17,0,6.8,15.5,24.6,Pleasant,Sonoran Central
2021-01-18,0,4.8,15,25.5,Pleasant,Sonoran Central
2021-01-19,0,4.7,13.2,22,Pleasant,Sonoran Central
2021-01-20,1.37,10.6,14.6,18.5,Pleasant,Sonoran Central
2021-01-21,0,13,17.7,21.9,Pleasant,Sonoran Central
2021-01-22,0.32,11.2,16.4,21.4,Pleasant,Sonoran Central
2021-01-23,4.46,11.4,14.7,17.7,Pleasant,Sonoran Central
2021-01-24,7.07,7.7,11.7,15.4,Pleasant,Sonoran Central
