Region,Site,Date_Seeded,Date_Monitored,Plot,Treatment,PlotMix,SiteDatePlotID,SiteDateID,SitePlotID,CodeOriginal,Code,Name,Native,Duration,Lifeform,SpeciesSeeded,ObsSource,PlantSource,PlantSource2,Weedy,PlotMix_Climate,Seasonality
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,6,Pits,Cool,5231,120,886,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,6,Pits,Cool,5231,120,886,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,6,Pits,Cool,5231,120,886,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,6,Pits,Cool,5231,120,886,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,AMDE4,AMDE4,Ambrosia deltoidea,Native,Perennial,Shrub,Yes,2x2,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,CACI2,CACI2,Calandrinia ciliata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,2x2,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,MAPA5,MAPA5,Malva parviflora,Introduced,Unknown,Forb,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,7,Mulch,Cool,5232,120,887,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,CACI2,CACI2,Calandrinia ciliata,Native,Annual,Forb,No,subplot,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,DICA14,DICA14,Dichelostemma capitatum,Native,Perennial,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No,subplot,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,2x2,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,8,Seed,Cool,5233,120,888,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,BAMU,BAMU,Baileya multiradiata,Native,Unknown,Forb,Yes,2x2,Seeded,Seeded,Desirable,Current,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,DICA8,DICA8,Digitaria californica,Native,Perennial,Grass,Yes,2x2,Seeded,Seeded,Desirable,Current,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,2x2,Seeded,Seeded,Desirable,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Current,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,9,ConMod,Cool,5234,120,889,SPAMA,SPAM2,Sphaeralcea ambigua,Native,Perennial,Forb,Yes,2x2,Seeded,Seeded,Desirable,Current,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,10,Control,None,5235,120,890,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,None,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,10,Control,None,5235,120,890,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,None,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,10,Control,None,5235,120,890,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,None,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,10,Control,None,5235,120,890,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,None,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,10,Control,None,5235,120,890,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,None,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,CACI2,CACI2,Calandrinia ciliata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,ESCAM,ESCAM,Eschscholzia californica ssp. Mexicana,Native,Unknown,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,MEIN2,MEIN2,Melilotus indicus,Introduced,Annual,Forb,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,11,Mulch,Warm,5236,120,891,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,ARPUP6,ARPU9,Aristida purpurea,Native,Perennial,Grass,Yes,2x2,Seeded,Seeded,Desirable,Projected,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,CACI2,CACI2,Calandrinia ciliata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,MONU,MONU,Monolepis nuttalliana,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No,subplot,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,12,Seed,Warm,5237,120,892,SIIR,SIIR,Sisymbrium irio,Introduced,Annual,Forb,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,ARPUP6,ARPU9,Aristida purpurea,Native,Perennial,Grass,Yes,2x2,Seeded,Seeded,Desirable,Projected,Warm
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,CACI2,CACI2,Calandrinia ciliata,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,2x2,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No,2x2,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,Yes,subplot,Seeded,Seeded,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No,subplot,Native_recruit,Native recruit,Desirable,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,13,ConMod,Warm,5238,120,893,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,subplot,Introduced/Invasive,Introduced/Invasive,Weedy,Projected,Cool
Sonoran Central,Pleasant,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,14,Pits,Warm,5239,120,894,ARPUP6,ARPU9,Aristida purpurea,Native,Perennial,Grass,Yes,2x2,Seeded,Seeded,Desirable,Projected,Warm
