AccSpeciesName,DispersalSyndrome28,SeedDryMass26,SLA3117,GerminationRate95,LeafN14,LeafArea3113,LeafArea3114,LeafDryMass55,LeafCN146
Eremopoa capillaris,1,1,0,0,0,0,0,0,0
Eremopoa persica,1,9,0,3,0,0,0,0,0
Eremopyrum bonaepartis,3,3,0,2,0,0,3,1,0
Eremopyrum bonaepartis var. bonaepartis,0,4,0,2,0,0,0,0,0
Eremopyrum distans,2,2,0,2,0,0,2,0,0
Eremopyrum orientale,0,4,0,2,0,0,0,0,0
Eremopyrum sp,0,0,0,0,0,0,0,1,0
Eremopyrum triticeum,0,0,0,0,1,0,0,1,0
Eremosis corymbosa,1,7,0,5,0,0,0,0,0
Eremosis pallens,2,9,0,0,0,0,0,0,0
Eremosis steetzii,6,0,0,0,0,0,0,0,0
Eremospatha cabrae,6,0,0,0,0,0,0,0,0
Eremospatha macrocarpa,6,0,0,0,0,0,0,0,0
Eremospatha sp,6,0,0,0,0,0,0,0,0
Eremospatha wendlandiana,10,0,0,0,0,0,0,0,0
Eremostachys moluccelleoides,0,0,0,0,0,0,0,1,0
Eremostachys sp,0,0,0,0,0,0,0,1,0
Eremothamnus marlothianus,1,7,0,4,0,0,0,0,0
Eremothera boothii,1,8,0,6,0,0,0,0,0
Eremurus albertii,1,1,0,0,0,0,0,0,0
Eremurus comosus,1,1,0,0,0,0,0,0,0
Eremurus cristatus,1,1,0,0,0,0,0,0,0
Eremurus czatkalicus,1,1,0,0,0,0,0,0,0
Eremurus fuscus,1,1,0,0,0,0,0,0,0
Eremurus lactiflorus,1,3,0,1,0,0,0,0,0
Eremurus luteus,0,0,0,0,0,0,1,0,0
Eremurus olgae,1,1,0,0,0,0,0,0,0
Eremurus persicus,1,6,0,0,0,0,0,0,0
Eremurus regelii,1,1,0,0,0,0,0,0,0
Eremurus robustus,2,4,0,0,0,0,0,0,0
Eremurus sogdianus,2,2,0,0,0,0,0,0,0
Eremurus spectabilis,2,6,0,0,0,0,10,0,0
Eremurus stenophyllus,1,6,0,0,0,0,0,0,0
Eremurus tianschanicus,3,5,0,1,0,0,0,0,0
Eremurus zenaidae,1,1,0,0,0,0,0,0,0
Eremurus zoae,1,1,0,1,0,0,0,0,0
Erepsia anceps,1,5,0,0,0,0,0,0,0
Erepsia aspera,3,8,0,2,0,0,0,0,0
Erepsia bracteata,2,6,0,2,0,0,0,0,0
Erepsia dunensis,2,6,0,0,0,0,0,0,0
Erepsia inclaudens,2,2,0,0,0,0,0,0,0
Erepsia lacera,1,1,0,0,0,0,0,0,0
Erepsia patula,1,1,0,0,0,0,0,0,0
Erepsia pillansii,2,2,0,0,0,0,0,0,0
Erepsia ramosa,1,1,0,2,0,0,0,0,0
Erepsia sp,0,0,0,0,0,0,0,10,0
Eri sch,0,0,0,0,1,0,0,0,0
Eri sp,0,0,0,0,1,0,0,0,0
Eria cristata,1,1,0,0,0,0,0,0,0
Eria javanica,1,1,0,0,0,0,0,0,0
Eria marginata,1,1,0,0,0,0,0,0,0
Eria sp,0,0,0,0,2,6,0,0,0
Eriachne aristidea,2,9,0,0,3,0,0,0,0
Eriachne armitii,1,5,0,0,0,0,0,0,0
Eriachne basedowii,1,1,0,0,0,0,0,0,0
Eriachne benthamii,1,1,0,0,0,0,0,0,0
Eriachne ciliata,2,8,0,0,6,0,0,0,0
Eriachne compacta,1,1,0,0,0,0,0,0,0
Eriachne glauca,1,1,0,0,0,0,0,0,0
Eriachne glauca var. glauca,0,4,0,0,0,0,0,0,0
Eriachne helmsii,6,12,1,0,0,2,0,0,0
Eriachne mucronata,5,7,0,0,0,1,0,0,0
Eriachne nodosa,2,2,0,2,0,0,0,0,0
Eriachne obtusa,1,7,0,3,6,0,0,0,0
Eriachne ovata,1,1,0,0,0,0,0,0,0
Eriachne pallescens,1,1,0,0,0,0,0,0,0
Eriachne pallescens var. pallescens,0,4,0,2,0,0,0,0,0
Eriachne pulchella,5,13,0,0,0,0,0,0,0
Eriachne pulchella subsp. dominii,1,5,0,0,0,0,0,0,0
Eriachne squarrosa,0,2,0,0,0,0,0,0,0
Eriachne stipacea,1,1,0,0,0,0,0,0,0
Eriachne triodioides,1,5,0,2,0,0,0,0,0
Eriachne triseta,2,8,0,2,0,0,0,0,0
Erianthemum ngamicum,0,0,0,0,1,0,0,0,0
Erianthus stenophyllus,0,0,0,2,0,0,0,0,0
Eriastrum densifolium subsp. austromontanum,0,5,0,1,0,0,0,0,0
Eriastrum densifolium subsp. densifolium,0,0,0,3,0,0,0,0,0
Eriastrum densifolium subsp. elongatum,1,1,0,0,0,0,0,0,0
Eriastrum diffusum,2,8,0,3,0,0,0,0,0
Eriastrum eremicum,1,6,0,3,0,0,0,0,0
Eriastrum sapphirinum,1,7,0,0,0,0,0,0,0
Eriastrum virgatum,1,6,0,5,0,0,0,0,0
Eriastrum wilcoxii,1,6,0,0,0,0,0,0,0
Erica abietina,1,6,0,0,0,0,0,0,0
Erica abietina subsp. abietina,1,6,0,0,0,0,0,0,0
Erica abietina subsp. atrorosea,2,7,0,0,0,0,0,0,0
Erica abietina subsp. aurantiaca,2,7,0,3,0,0,0,0,0
Erica abietina subsp. constantiana,2,7,0,0,0,0,0,0,0
Erica aestiva,2,2,0,0,0,0,0,0,0
Erica aestiva var. aestiva,1,1,0,3,0,0,0,0,0
Erica alexandri,1,6,0,0,0,0,0,0,0
Erica algida,1,1,0,0,0,0,0,0,0
Erica alopecurus,1,1,0,0,0,0,0,0,0
Erica amoena,1,1,0,0,0,0,0,0,0
Erica andevalensis,0,1,0,0,0,0,0,0,0
Erica anguliger,1,1,0,0,0,0,0,0,0
Erica arborea,10,20,177,4,51,5,140,105,1
Erica articularis,1,6,0,0,0,0,0,0,0
Erica australis,2,3,1,0,0,0,0,0,0
Erica austronyassana,1,1,0,3,0,0,0,0,0
Erica axillaris,1,1,0,0,0,0,0,0,0
Erica baccans,2,8,0,3,6,0,0,0,0
Erica barbigeroides,1,1,0,0,0,0,0,0,0
Erica bauera,5,15,0,6,0,0,0,0,0
Erica bauera subsp. gouriquii,1,1,0,0,0,0,0,0,0
Erica benguelensis,2,7,0,3,0,0,0,0,0
Erica bergiana,3,8,0,3,0,0,0,0,0
Erica blandfordei,1,6,0,0,0,0,0,0,0
Erica brachialis,3,9,0,3,0,0,0,0,0
Erica bruniades,1,1,0,0,0,0,0,0,0
Erica bruniaefolia,0,5,0,0,0,0,0,0,0
Erica bruniifolia,4,4,0,0,0,0,0,0,0
Erica bruniodes,2,2,0,0,0,0,0,0,0
Erica caffra,2,8,0,3,0,0,0,0,0
Erica caffrorum var. caffrorum,1,1,0,0,0,0,0,0,0
Erica calycina,1,6,0,0,0,0,0,0,0
Erica capensis,2,7,0,3,0,0,0,0,0
Erica capillaris,1,1,0,0,0,0,0,0,0
Erica capitata,1,1,0,0,0,0,0,0,0
Erica carnea,27,18,10,0,5,0,14,20,3
Erica caterviflora var. caterviflora,2,2,0,3,0,0,0,0,0
Erica caterviflora var. glabrata,1,1,0,0,0,0,0,0,0
Erica cederbergensis,1,1,0,0,0,0,0,0,0
Erica cerinthoides,3,9,0,3,0,0,0,0,0
Erica cernua,2,7,0,4,0,0,0,0,0
Erica chloroloma,1,1,0,0,0,0,0,0,0
Erica ciliaris,2,13,0,4,5,0,1,0,0
Erica cinera,0,0,3,0,5,1,0,1,0
Erica cinerea,21,30,29,4,19,1,1,0,0
Erica clavisepala,1,6,0,3,0,0,0,0,0
Erica coccinea,0,0,0,0,0,14,0,10,0
Erica coccinea subsp. coccinea,1,1,0,0,0,0,0,0,0
Erica colorans,1,1,0,0,0,0,0,0,0
Erica conspicua,1,1,0,3,0,0,0,0,0
Erica cooperi,1,1,0,0,0,0,0,0,0
Erica copiosa,0,5,0,0,0,0,0,0,0
Erica corifolia,1,1,0,3,2,0,0,0,0
Erica croceovirens,1,1,0,0,0,0,0,0,0
Erica cruenta,2,8,0,3,0,0,0,0,0
Erica cubica,3,8,0,3,0,0,0,0,0
Erica cubica var. cubica,1,1,0,0,0,0,0,0,0
Erica curviflora,3,3,0,3,0,7,0,0,0
Erica curvirostris,4,10,0,3,0,0,0,0,0
Erica cyathiformis,1,1,0,0,0,0,0,0,0
Erica cylindrica,1,6,0,3,0,0,0,0,0
Erica daphniflora,4,4,0,3,0,0,0,0,0
Erica delicalosa,0,0,0,0,0,7,0,0,0
Erica denticulata,2,7,0,3,0,0,0,0,0
Erica depressa,1,6,0,0,0,0,0,0,0
Erica diaphana,3,9,0,3,0,0,0,0,0
Erica diosmifolia,1,1,0,0,0,0,0,0,0
Erica discolor,2,8,0,3,0,7,0,5,0
Erica empetrina,1,6,0,0,0,0,0,0,0
Erica equisetifolia,1,1,0,0,0,0,0,0,0
Erica ericoides,3,3,0,0,0,0,0,0,0
Erica evansii,1,1,0,0,0,0,0,0,0
Erica exleeana,1,1,0,0,0,0,0,0,0
Erica fairii,1,6,0,1,0,0,0,0,0
Erica fascicularis,2,2,0,0,0,0,0,0,0
Erica fastigiata,1,6,0,3,0,0,0,0,0
Erica ferrea,3,8,0,0,0,0,0,0,0
Erica filago,2,2,0,3,0,0,0,0,0
Erica filiformis,1,1,0,3,0,0,0,0,0
Erica fontana,1,6,0,0,0,0,0,0,0
Erica formosa,3,9,0,3,0,0,0,0,0
Erica glabella,1,6,0,0,0,0,0,0,0
Erica glandulipila-complex,1,1,0,0,0,0,0,0,0
Erica glandulosa,1,1,0,0,0,0,0,0,0
Erica glandulosa subsp. breviflora,1,1,0,0,0,0,0,0,0
Erica glauca,1,3,0,0,0,0,0,0,0
Erica glauca var. elegans,1,6,0,0,0,0,0,0,0
Erica glauca var. glauca,1,6,0,3,0,0,0,0,0
Erica globulifera,1,6,0,3,0,0,0,0,0
Erica glomiflora,2,8,0,0,0,0,0,0,0
Erica glomiflora var. glomiflora,1,1,0,0,0,0,0,0,0
Erica glutinosa,2,2,0,0,0,0,0,0,0
Erica goatcheriana var. petrensis,1,1,0,0,0,0,0,0,0
Erica gracilipes,1,1,0,0,0,0,0,0,0
Erica gracilis,1,1,0,3,0,0,0,0,0
Erica greyii,2,2,0,0,0,0,0,0,0
Erica gysbertii var. gysbertii,1,1,0,0,0,0,0,0,0
Erica haematocodon,1,1,0,3,0,0,0,0,0
Erica halicacaba,1,1,0,3,0,0,0,0,0
Erica hebecalyx,1,7,0,0,0,0,0,0,0
Erica heleogena,1,1,0,0,0,0,0,0,0
Erica heliophila,1,6,0,0,0,0,0,0,0
Erica hibbertia,1,1,0,0,0,0,0,0,0
Erica hirta,1,1,0,0,0,0,0,0,0
Erica hirtiflora,3,9,0,3,0,0,0,0,0
Erica hispidula,3,8,5,3,0,0,8,5,0
Erica imbricata,2,2,0,0,10,0,0,0,0
Erica inflata,2,7,0,3,0,0,0,0,0
Erica infundibuliformis,1,1,0,0,0,0,0,0,0
Erica interrupta,1,1,0,0,0,0,0,0,0
Erica intervallaris,1,6,0,0,0,0,0,0,0
Erica irbyana,2,2,0,3,0,0,0,0,0
Erica irregularis,1,1,0,0,0,7,0,5,0
Erica jasminiflora,1,1,0,0,0,0,0,0,0
Erica junonia,0,1,0,0,0,0,0,0,0
Erica junonia var. minor,1,6,0,0,0,0,0,0,0
Erica labialis,1,1,0,0,0,0,0,0,0
Erica laeta,3,3,0,0,0,0,0,0,0
Erica lasciva,2,7,0,3,8,0,0,0,0
Erica lateralis,2,8,0,3,0,0,0,0,0
Erica leucanthera,1,6,0,0,0,0,0,0,0
Erica longifolia,1,12,0,3,10,0,0,0,0
Erica longipedunculata,1,1,0,0,0,0,0,0,0
Erica lucida,1,6,0,0,0,0,0,0,0
Erica lusitanica,2,3,0,0,0,0,1,0,0
Erica lutea,1,6,0,3,0,0,0,0,0
Erica mackaiana,0,0,0,0,2,0,1,0,0
Erica mammosa,3,11,0,0,8,0,0,0,0
Erica manipuliflora,1,0,0,0,0,0,0,0,0
Erica margaritacea,2,7,0,3,0,0,0,0,0
Erica marifolia,1,1,0,0,0,0,0,0,0
Erica maritima,1,1,0,0,0,0,0,0,0
Erica massonii,1,1,0,0,0,0,0,0,0
Erica mauritanica,1,6,0,3,0,0,0,0,0
Erica melanthera,1,1,0,0,0,0,0,0,0
Erica mollis,1,1,0,0,0,0,0,0,0
Erica multiflora,9,15,63,0,14,0,42,0,6
Erica muscosa,2,7,0,3,0,0,0,0,0
Erica nabea,1,6,0,3,0,0,0,0,0
Erica nana,1,6,0,0,0,0,0,0,0
Erica nevillei,1,6,0,0,0,0,0,0,0
Erica newdigatei,1,6,0,0,0,0,0,0,0
Erica nudiflora,7,12,0,3,0,0,0,0,0
Erica nutans,2,2,0,0,0,0,0,0,0
Erica nyassana,1,1,0,0,0,0,0,0,0
Erica oreotragus,1,1,0,0,0,0,0,0,0
Erica ostiaria,1,6,0,0,0,0,0,0,0
Erica ovina,1,1,0,3,0,0,0,0,0
Erica oxycoccifolia,1,1,0,0,0,0,0,0,0
Erica palliiflora,1,6,0,0,0,0,0,0,0
Erica paludicola,1,1,0,0,0,0,0,0,0
Erica paniculata,1,1,0,0,0,0,0,0,0
Erica pannosa,0,0,0,0,6,0,0,0,0
Erica parilis,1,6,0,0,6,0,0,0,0
Erica parviflora,1,1,0,0,0,0,0,0,0
Erica patersonii,3,4,0,0,0,0,0,0,0
Erica pectinifolia,1,6,0,0,0,0,0,0,0
Erica pectinifolia var. pectinifolia,1,1,0,0,0,0,0,0,0
Erica penicilliformis,1,1,0,0,0,0,0,0,0
Erica perlata,1,1,0,0,0,0,0,0,0
Erica perspicua,1,1,0,0,0,0,0,0,0
Erica petiolaris,1,1,0,0,0,0,0,0,0
Erica petraea,2,2,0,0,0,0,0,0,0
Erica peziza,1,7,0,0,0,0,0,0,0
Erica phaeocarpa,1,1,0,0,0,0,0,0,0
Erica phillipsii,1,1,0,0,0,0,0,0,0
Erica phylicaefolia,0,0,2,0,0,0,0,0,0
Erica physodes,1,6,0,0,0,0,0,0,0
Erica pillansii,1,7,0,0,0,0,0,0,0
Erica pillansii subsp. pillansii,1,1,0,0,0,0,0,0,0
Erica pilulifera,1,6,0,0,0,0,0,0,0
Erica pinea,3,4,0,0,0,0,0,0,0
Erica placentiflora,1,1,0,0,0,0,0,0,0
Erica planifolia,1,1,0,3,0,0,0,0,0
Erica plukenetii,4,10,0,0,26,7,0,0,0
Erica plukenetii subsp. plukenetii,1,1,0,0,0,0,0,0,0
Erica plumigera,1,1,0,0,0,0,0,0,0
Erica plumosa,1,1,0,0,0,0,0,0,0
Erica propinqua,1,1,0,0,0,0,0,0,0
Erica pulchella,3,8,0,0,2,0,0,0,0
Erica pyxidiflora,1,6,0,0,0,0,0,0,0
Erica quadrangularis,6,11,0,4,0,7,0,0,0
Erica quadrisulcata,1,1,0,0,0,0,0,0,0
Erica racemosa,1,1,0,0,0,0,0,0,0
Erica regia,0,5,0,0,0,0,0,0,0
Erica regia subsp. mariae,2,2,0,0,0,0,0,0,0
Erica regia subsp. regia,2,2,0,0,0,0,0,0,0
Erica rehmii,1,6,0,3,0,0,0,0,0
Erica retorta,2,7,0,3,0,0,0,0,0
Erica rosacea subsp. glabrata,1,1,0,3,0,0,0,0,0
Erica rossii,11,0,0,0,0,0,0,16,0
Erica rubiginosa,1,1,0,3,0,0,0,0,0
Erica sacciflora,1,1,0,0,0,0,0,0,0
Erica scabriuscula,3,8,0,4,0,0,0,0,0
Erica scoparia,7,14,62,0,10,4,50,62,3
Erica scoparia subsp. scoparia,1,0,0,0,0,0,0,0,0
Erica scytophylla,2,7,0,0,0,0,0,0,0
Erica seriphiifolia,1,1,0,0,0,0,0,0,0
Erica sessiliflora,2,8,0,3,0,0,0,0,0
Erica setacea,1,1,0,0,0,0,0,0,0
Erica sicula,0,5,0,0,0,0,0,0,0
Erica sicula subsp. libanotica,2,2,0,3,0,0,0,0,0
Erica silvatica,1,1,0,3,0,0,0,0,0
Erica sitiens,2,8,0,0,0,0,0,0,0
Erica sociorum,1,1,0,0,0,0,0,0,0
Erica solandri,1,1,0,0,0,0,0,0,0
Erica sp,0,0,0,3,0,183,0,70,0
Erica sparmannii,1,1,0,0,0,0,0,0,0
Erica sparrmannii,0,5,0,0,0,0,0,0,0
Erica sparsa,1,1,0,0,0,0,0,0,0
Erica speciosa,1,6,0,3,0,0,0,0,0
Erica spectabilis,5,11,0,3,0,0,0,0,0
Erica sphaerocephala,2,7,0,4,0,0,0,0,0
Erica spiculifolia,1,6,1,3,0,0,0,0,0
Erica spumosa,1,6,0,0,0,0,0,0,0
Erica steinbergiana var. steinbergiana,1,1,0,0,0,0,0,0,0
Erica straussiana,1,1,0,0,0,0,0,0,0
Erica strigilifolia,1,1,0,3,0,0,0,0,0
Erica strigosa,1,1,0,3,0,0,0,0,0
Erica subcapitata,1,1,0,0,0,0,0,0,0
Erica subdivaricata,1,1,0,0,20,0,0,0,0
Erica sylvatica,1,1,0,0,0,0,0,0,0
Erica taxifolia,1,7,0,0,0,0,0,0,0
Erica tegulifolia,1,6,0,0,0,0,0,0,0
Erica tenuis,1,6,0,0,0,0,0,0,0
Erica terminalis,3,3,6,0,0,0,5,5,0
Erica tetralix,260,49,14,5,14,2,4,11,6
Erica thomae,1,1,0,0,0,0,0,0,0
Erica thunbergii,1,1,0,0,0,0,0,0,0
Erica totta,3,16,0,3,0,0,0,0,0
Erica tragulifera,1,1,0,0,0,0,0,0,0
Erica trimera,14,0,0,0,0,0,0,28,0
Erica tumida,2,8,0,3,0,0,0,0,0
Erica umbellata,2,6,1,0,0,0,0,0,0
Erica umbelliflora,2,2,0,3,0,0,0,0,0
Erica unicolor,1,11,0,6,0,0,0,0,0
Erica unicolor subsp. georgensis,1,1,0,0,0,0,0,0,0
Erica unicolor subsp. mutica,4,4,0,0,0,0,0,0,0
Erica unicolor subsp. unicolor,2,2,0,0,0,0,0,0,0
Erica urna-viridis,2,7,0,0,0,7,0,0,0
Erica uysii,1,6,0,0,0,0,0,0,0
Erica vagans,3,9,0,4,2,0,1,0,0
Erica verecunda,2,8,0,3,0,0,0,0,0
Erica versicolor,2,8,0,3,0,0,0,0,0
Erica verticillata,4,9,0,9,0,0,0,0,0
Erica vestita,2,8,0,0,0,0,0,0,0
Erica viscaria,0,5,0,0,0,0,0,0,0
Erica viscaria subsp. gallorum,1,1,0,0,0,0,0,0,0
Erica viscaria subsp. longifolia,3,3,0,0,0,0,0,0,0
Erica viscaria subsp. macrosepala,1,1,0,0,0,0,0,0,0
Erica viscaria subsp. pendula,1,1,0,0,0,0,0,0,0
Erica viscaria subsp. pustulata,1,11,0,0,0,0,0,0,0
Erica whyteana,2,7,0,0,0,0,0,0,0
Ericameria arborescens,2,9,0,0,0,0,0,0,0
Ericameria arborescens subsp. arborescens,1,1,0,0,0,0,0,0,0
Ericameria brachylepis,2,2,0,0,0,0,0,0,0
Ericameria cooperi,1,7,0,5,0,0,0,0,0
Ericameria cooperi subsp. cooperi,1,8,0,0,0,0,0,0,0
Ericameria cuneata,0,0,11,0,2,0,0,11,0
Ericameria discoidea,0,6,0,0,1,0,0,0,0
Ericameria ericoides,2,9,133,0,3,0,133,133,3
Ericameria fasciculata,0,6,0,0,0,0,0,0,0
Ericameria laricifolia,1,7,0,4,0,0,0,0,0
Ericameria linearifolia,5,23,11,0,2,0,0,19,0
Ericameria nauseosa,32,37,23,5,43,3,15,1,0
Ericameria paniculata,1,8,0,0,0,0,0,0,0
Ericameria parishii,2,12,0,0,0,0,0,0,0
Ericameria parryi var. vulcanica,1,7,0,7,0,0,0,0,0
Ericameria resinosa,1,1,0,0,0,0,0,0,0
Ericameria suffruticosa,1,7,0,0,0,0,0,0,0
Ericameria teretifolia,1,7,0,7,0,0,0,0,0
Ericomyrtus serpyllifolia,1,7,0,0,0,0,0,0,0
Erigenia bulbosa,1,11,0,0,0,0,0,0,0
Erigeron acer,65,20,0,5,0,0,0,6,0
Erigeron acris,21,38,5,19,2,2,2,0,0
Erigeron acris subsp. angulosus,7,0,0,0,0,0,0,0,0
Erigeron acris subsp. brachycephalus,3,3,0,0,0,0,0,0,0
Erigeron acris subsp. politus,1,1,0,0,0,0,0,0,0
Erigeron acris subsp. serotinus,1,1,0,0,0,0,0,0,0
Erigeron aliceae,0,0,0,0,28,0,0,0,0
Erigeron allochrous,1,1,0,0,0,0,0,0,0
Erigeron alpinus,17,9,20,0,9,0,10,21,1
Erigeron andicola,3,6,19,0,5,0,16,22,5
Erigeron annuus,24,26,39,1,12,0,0,85,9
Erigeron arenarioides,0,6,0,4,0,0,0,0,0
Erigeron atticus,10,1,0,0,0,0,0,0,0
Erigeron barbellulatus,1,8,0,0,0,0,0,0,0
Erigeron bellidioides,0,6,10,4,0,0,11,10,0
Erigeron bilbaoanus,1,1,1,0,0,0,0,0,0
Erigeron blochmaniae,1,8,0,0,0,0,0,0,0
Erigeron bloomeri,1,7,0,5,0,0,0,0,0
Erigeron bloomeri var. bloomeri,2,8,0,6,0,0,0,0,0
Erigeron bonariensis,35,28,4,5,3,2,3,31,2
Erigeron borealis,5,12,5,5,0,0,1,7,0
Erigeron breweri,2,10,0,0,0,0,0,0,0
Erigeron breweri var. porphyreticus,1,8,0,0,0,0,0,0,0
Erigeron caespitosus,1,7,0,4,0,0,0,0,0
Erigeron canadensis,0,5,0,0,0,0,0,5,0
Erigeron caucasicus,1,3,10,0,7,0,10,11,1
Erigeron clokeyi,1,7,0,7,0,0,0,0,0
Erigeron compactus,1,1,0,0,0,0,0,0,0
Erigeron compositus,2,10,0,4,0,0,0,0,0
Erigeron concinnus,0,6,0,0,0,0,0,0,0
Erigeron concinnus var. condensatus,1,1,0,0,0,0,0,0,0
Erigeron darrellianus,1,1,0,0,0,0,0,0,0
Erigeron disparipilus,1,7,0,4,0,0,0,0,0
Erigeron divergens,1,15,21,5,10,0,0,0,10
Erigeron eatonii,3,18,0,4,0,0,0,0,0
Erigeron ecuadoriensis,0,0,3,0,2,0,0,0,0
Erigeron engelmannii,1,7,0,5,0,0,0,0,0
Erigeron eximius,1,7,0,0,0,0,0,0,0
Erigeron filifolius,3,12,0,4,0,0,0,0,0
Erigeron filifolius var. filifolius,1,7,0,4,0,0,0,0,0
Erigeron flaccidus,1,1,0,5,0,0,0,0,0
Erigeron flagellaris,1,8,22,4,10,0,0,0,10
Erigeron floribundus,6,13,1,5,4,2,0,0,1
Erigeron foliosus var. confinis,2,9,0,4,0,0,0,0,0
Erigeron foliosus var. foliosus,1,7,0,4,0,0,0,0,0
Erigeron formosissimus,1,8,20,4,10,0,0,0,10
Erigeron frigidus,0,1,0,0,0,0,0,0,0
Erigeron glabellus,2,8,28,7,0,25,0,0,0
Erigeron glacialis,3,18,1,0,0,0,1,0,0
Erigeron glaucus,2,9,0,5,0,1,0,0,0
Erigeron grandiflorus,0,0,29,0,2,0,30,0,7
Erigeron heterochaeta,0,0,3,0,0,2,0,2,0
Erigeron humilis,0,0,1,0,1,0,1,1,0
Erigeron hungaricus,1,1,0,0,0,0,0,0,0
Erigeron incertus,2,2,0,0,0,0,0,0,0
Erigeron karvinskianus,4,4,10,0,5,0,0,20,3
Erigeron lassenianus var. deficiens,1,8,0,0,0,0,0,0,0
Erigeron libanoticus,1,1,0,0,0,0,0,0,0
Erigeron linearis,1,2,0,0,0,0,0,0,0
Erigeron luxurians,2,8,0,8,0,0,0,0,0
Erigeron melanocephalus,0,0,10,0,2,0,11,0,3
Erigeron morrisonensis,0,6,0,0,0,0,0,0,0
Erigeron morrisonensis var. morrisonensis,1,1,0,4,0,0,0,0,0
Erigeron myosotis,0,0,0,5,0,0,0,0,0
Erigeron nanus,1,7,0,4,0,0,0,0,0
Erigeron neglectus,9,0,0,0,0,0,0,0,0
Erigeron nitidus,1,1,11,0,0,0,11,11,0
Erigeron paludicola,1,1,1,0,0,0,1,1,0
Erigeron peregrinus,2,9,11,5,0,0,10,0,0
Erigeron petrophilus,0,1,0,0,0,0,0,0,0
Erigeron philadelphicus,5,16,1,4,4,0,0,9,2
Erigeron pinnatisectus,0,0,27,0,0,0,26,20,0
Erigeron poncinsii,0,0,3,0,0,2,0,2,0
Erigeron primulifolium,1,1,0,4,0,0,0,0,0
Erigeron pubescens,1,1,0,0,0,0,0,0,0
Erigeron pulchellus,0,10,0,0,0,0,0,0,0
Erigeron pumilus,1,7,2,4,10,0,0,10,0
Erigeron pygmaeus,2,10,0,0,0,0,0,0,0
Erigeron rufescens,4,17,56,0,7,1,50,64,6
Erigeron schleicheri,10,1,0,0,0,0,0,0,0
Erigeron setosus,0,0,1,0,0,0,1,1,0
Erigeron sp,0,0,16,0,1,5,0,20,1
Erigeron speciosus,3,13,88,7,30,0,0,35,10
Erigeron stellatus,1,1,0,0,0,0,0,0,0
Erigeron strigosus,55,67,27,4,4,2,15,45,55
Erigeron subtrinervis,1,7,0,4,0,0,0,0,0
Erigeron sumatrensis,9,12,4,0,0,11,0,0,0
Erigeron tracyi,1,1,0,4,0,0,0,0,0
Erigeron trilobus,5,11,0,4,0,0,0,0,0
Erigeron tweedyi,1,7,0,4,0,0,0,0,0
Erigeron umbrosus,1,1,0,0,0,0,0,0,0
Erigeron uniflorus,14,18,69,0,11,0,61,72,3
Erigeron vagus,1,8,0,0,0,0,0,2,0
Erinacea anthyllis,1,1,1,0,0,0,0,0,0
Erinus alpinus,5,2,0,4,0,0,1,0,0
Erinus sp,0,0,0,1,0,0,0,0,0
Eriobotrya bengalensis,0,0,3,0,1,0,4,0,0
Eriobotrya fragrans,8,0,31,0,31,0,31,0,0
Eriobotrya henryi,0,0,1,0,1,0,0,0,0
Eriobotrya japonica,2,10,7,0,6,1,7,5,4
Eriobotrya petiolata,1,8,0,0,0,0,0,0,0
Eriobotrya prinoides,0,0,0,0,1,0,1,0,0
Eriocaulon abyssinicum,1,1,0,2,0,0,0,0,0
Eriocaulon afzelianum,1,5,0,0,0,0,0,0,0
Eriocaulon altogibbosum,2,0,0,0,0,0,0,0,0
Eriocaulon aquaticum,4,14,0,1,0,0,0,0,0
Eriocaulon aquatile,2,0,0,0,0,0,0,0,0
Eriocaulon araguaiense,2,0,0,0,0,0,0,0,0
Eriocaulon athertonense,1,1,0,0,0,0,0,0,0
Eriocaulon australasicum,2,2,0,0,0,0,0,0,0
Eriocaulon australe,1,5,0,0,0,0,0,0,0
Eriocaulon bongense,1,1,0,0,0,0,0,0,0
Eriocaulon brownianum,1,1,0,0,0,0,0,0,0
Eriocaulon burchellii,2,0,0,0,0,0,0,0,0
Eriocaulon cabralense,2,0,0,0,0,0,0,0,0
Eriocaulon carsonii subsp. carsonii,1,1,0,0,0,0,0,0,0
Eriocaulon cinereum,6,4,0,0,0,0,0,0,0
Eriocaulon cipoense,2,0,0,0,0,0,0,0,0
Eriocaulon compressum,0,0,0,0,3,0,0,0,0
Eriocaulon concretum,1,1,0,0,0,0,0,0,0
Eriocaulon coniferum,2,0,0,0,0,0,0,0,0
Eriocaulon crassiscapum,2,0,0,0,0,0,0,0,0
Eriocaulon cylindratum,2,0,0,0,0,0,0,0,0
Eriocaulon damazianum,2,0,0,0,0,0,0,0,0
Eriocaulon decangulare,1,1,0,0,0,0,0,0,0
Eriocaulon dictyophyllum,2,0,0,0,0,0,0,0,0
Eriocaulon dregei,1,1,0,0,0,0,0,0,0
Eriocaulon elichrysoides,2,0,0,0,0,0,0,0,0
Eriocaulon epapillosum,2,0,0,0,0,0,0,0,0
Eriocaulon fulvum,1,1,0,0,0,0,0,0,0
Eriocaulon gibbosum,2,0,0,0,0,0,0,0,0
Eriocaulon laxifolium,2,0,0,0,0,0,0,0,0
Eriocaulon ligulatum,2,0,0,0,0,0,0,0,0
Eriocaulon linearifolium,2,0,0,0,0,0,0,0,0
Eriocaulon longirostrum,2,0,0,0,0,0,0,0,0
