AccSpeciesName,DispersalSyndrome28,SeedDryMass26,SLA3117,GerminationRate95,LeafN14,LeafArea3113,LeafArea3114,LeafDryMass55,LeafCN146
Eriocaulon macrobolax,2,0,0,0,0,0,0,0,0
Eriocaulon magnificum,2,0,0,0,0,0,0,0,0
Eriocaulon melanolepis,2,0,0,0,0,0,0,0,0
Eriocaulon modestum,2,0,0,0,0,0,0,0,0
Eriocaulon neglectum,2,0,0,0,0,0,0,0,0
Eriocaulon nigericum,0,4,0,0,0,0,0,0,0
Eriocaulon obtusum,2,0,0,0,0,0,0,0,0
Eriocaulon odontospermum,1,1,0,0,0,0,0,0,0
Eriocaulon paludicola,2,0,0,0,0,0,0,0,0
Eriocaulon papillosum,2,0,0,0,0,0,0,0,0
Eriocaulon paraguayense,2,0,0,0,0,0,0,0,0
Eriocaulon petraeum,6,6,0,0,0,0,0,0,0
Eriocaulon plumale subsp. plumale,2,2,0,0,0,0,0,0,0
Eriocaulon pusillum,1,1,0,0,0,0,0,0,0
Eriocaulon pygmaeum,1,1,0,0,0,0,0,0,0
Eriocaulon rosulatum,2,0,0,0,0,0,0,0,0
Eriocaulon scariosum,3,7,0,0,0,0,0,0,0
Eriocaulon schimperi,1,5,0,0,0,0,0,0,0
Eriocaulon schochianum,1,1,0,0,0,0,0,0,0
Eriocaulon scullionii,2,2,0,0,0,0,0,0,0
Eriocaulon sellowianum,2,0,0,0,0,0,0,0,0
Eriocaulon setaceum,6,8,0,2,0,0,0,0,0
Eriocaulon silveirae,2,0,0,0,0,0,0,0,0
Eriocaulon singulare,2,0,0,0,0,0,0,0,0
Eriocaulon sonderianum,1,5,0,0,0,0,0,0,0
Eriocaulon sp,0,0,0,0,0,5,0,0,0
Eriocaulon spectabile,1,1,0,0,0,0,0,0,0
Eriocaulon spruceanum,2,0,0,0,0,0,0,0,0
Eriocaulon sulanum,1,1,0,0,0,0,0,0,0
Eriocaulon tortuosum,2,2,0,0,0,0,0,0,0
Eriocaulon truncatum,1,5,0,2,0,0,0,0,0
Eriocaulon willdenovianum,1,1,0,0,0,0,0,0,0
Eriocephalus africanus,2,9,1,5,0,0,0,0,0
Eriocephalus aromaticus,0,0,0,4,0,0,0,0,0
Eriocephalus dinteri,1,1,0,4,0,0,0,0,0
Eriocephalus ericoides subsp. ericoides,1,7,0,5,0,0,0,0,0
Eriocephalus ericoides subsp. griquensis,0,6,0,0,0,0,0,0,0
Eriocephalus giessii,1,1,0,0,0,0,0,0,0
Eriocephalus kingesii,1,7,0,0,0,0,0,0,0
Eriocephalus luederitzianus,1,7,0,4,0,0,0,0,0
Eriocephalus merxmuelleri,1,7,0,4,0,0,0,0,0
Eriocephalus pauperrimus,1,1,0,0,0,0,0,0,0
Eriocephalus pinnatus,0,6,0,5,0,0,0,0,0
Eriocephalus purpureus,1,1,0,0,0,0,0,0,0
Eriocephalus racemosus,0,6,0,5,0,0,0,0,0
Eriocephalus scariosus,0,6,0,4,0,0,0,0,0
Eriocephalus sp,6,0,0,0,0,0,0,0,0
Eriochlamys behrii,1,1,0,0,0,0,0,0,0
Eriochlamys cupularis,1,1,0,0,0,0,0,0,0
Eriochlamys eremaea,1,1,0,0,0,0,0,0,0
Eriochlamys squamata,1,1,0,0,0,0,0,0,0
Eriochloa australiensis,1,5,0,0,0,1,0,0,0
Eriochloa boliviensis,1,0,0,0,0,0,0,0,0
Eriochloa contracta,1,1,1,0,2,0,0,0,1
Eriochloa crebra,0,4,0,0,0,0,0,0,0
Eriochloa distachya,1,0,0,0,0,0,0,0,0
Eriochloa fatmensis,1,1,0,2,0,0,0,0,0
Eriochloa grandiflora,1,0,0,0,0,0,0,0,0
Eriochloa procera,0,0,0,3,0,0,0,0,0
Eriochloa pseudoacrotricha,2,6,0,0,0,0,0,0,0
Eriochloa punctata,4,0,0,0,0,0,0,0,0
Eriochloa sericea,1,5,0,2,0,0,0,0,0
Eriochloa tridentata,1,0,0,0,0,0,0,0,0
Eriochloa villosa,3,1,0,0,0,0,0,0,0
Eriochrysis brachypogon,1,5,0,2,0,0,0,0,0
Eriochrysis cayennensis,1,0,0,0,0,0,0,0,0
Eriochrysis filiformis,1,0,0,0,0,0,0,0,0
Eriochrysis holcoides,1,0,0,0,0,0,0,0,0
Eriochrysis laxa,1,0,0,0,0,0,0,0,0
Eriochrysis warmingiana,1,0,0,0,0,0,0,0,0
Eriocoelum microspermum,0,0,0,0,0,1,0,0,0
Eriocolon sp,0,0,0,0,0,1,0,0,0
Eriodes barbata,1,1,0,0,0,0,0,0,0
Eriodictyon angustifolium,1,7,0,4,0,0,0,0,0
Eriodictyon californicum,0,4,8,0,9,3,0,2,0
Eriodictyon crassifolium,8,19,0,0,0,0,0,0,0
Eriodictyon crassifolium var. crassifolium,1,1,0,4,0,0,0,0,0
Eriodictyon sessilifolium,1,1,0,0,0,0,0,0,0
Eriodictyon tomentosum,1,8,0,0,0,0,0,0,0
Eriodictyon traskiae,1,8,2,0,2,0,0,0,0
Eriogonum alatum,2,12,23,2,9,0,0,2,6
Eriogonum ampullaceum,1,5,0,0,0,0,0,0,0
Eriogonum annuum,2,9,0,2,0,0,0,0,0
Eriogonum arborescens,1,6,0,0,0,0,0,0,0
Eriogonum arcuatum,0,0,0,0,0,0,11,0,0
Eriogonum baileyi var. praebens,1,5,0,6,0,0,0,0,0
Eriogonum bicolor,1,1,0,2,0,0,0,0,0
Eriogonum brachyanthum,1,5,0,2,0,0,0,0,0
Eriogonum caespitosum,1,5,0,2,0,0,0,0,0
Eriogonum callistum,1,1,0,0,0,0,0,0,0
Eriogonum cernuum,1,5,0,0,0,0,0,0,0
Eriogonum cinereum,0,0,1,0,0,0,0,0,0
Eriogonum compositum,3,8,0,0,0,0,0,0,0
Eriogonum compositum var. compositum,1,5,0,0,0,0,0,0,0
Eriogonum corymbosum var. corymbosum,1,5,0,3,0,0,0,0,0
Eriogonum crocatum,2,8,0,0,0,0,0,0,0
Eriogonum crosbyae,0,1,0,0,0,0,0,0,0
Eriogonum davidsonii,1,5,0,2,0,0,0,0,0
Eriogonum deflexum var. nevadense,1,5,0,0,0,0,0,0,0
Eriogonum effusum,1,5,0,2,0,0,0,0,0
Eriogonum elatum,1,10,0,2,0,0,0,0,0
Eriogonum fasciculatum,16,37,14,3,5,0,0,11,0
Eriogonum fasciculatum var. foliolosum,1,5,0,2,0,0,0,0,0
Eriogonum flavum,1,5,1,0,0,0,1,1,0
Eriogonum giganteum,2,7,0,4,0,0,0,0,0
Eriogonum heermannii var. humilius,1,5,0,2,0,0,0,0,0
Eriogonum heracleoides,3,8,0,0,0,0,0,0,0
Eriogonum inflatum,2,7,0,2,0,0,0,0,0
Eriogonum kennedyi,1,6,0,0,0,0,0,0,0
Eriogonum latifolium,7,17,0,3,0,0,0,0,0
Eriogonum lemmonii,1,5,0,2,0,0,0,0,0
Eriogonum leptocladon var. ramosissimum,1,1,0,0,0,0,0,0,0
Eriogonum lonchophyllum,0,0,0,0,0,0,0,2,0
Eriogonum longifolium,52,0,0,0,0,0,0,0,52
Eriogonum luteolum var. caninum,1,6,0,0,0,0,0,0,0
Eriogonum marifolium,1,7,0,0,0,0,0,0,0
Eriogonum membranaceum,2,8,0,0,0,0,0,0,0
Eriogonum microthecum,0,1,0,0,0,0,0,0,0
Eriogonum nidularium,1,5,0,5,0,0,0,0,0
Eriogonum niveum,1,6,0,0,0,0,0,0,0
Eriogonum nudum,0,0,1,0,1,0,0,0,1
Eriogonum nudum var. auriculatum,0,4,0,3,0,0,0,0,0
Eriogonum nummulare,0,4,0,0,0,0,0,0,0
Eriogonum ovalifolium,1,6,0,0,0,0,0,0,0
Eriogonum ovalifolium var. ovalifolium,1,5,0,0,0,0,0,0,0
Eriogonum parvifolium,2,7,0,4,0,0,0,0,0
Eriogonum pauciflorum,1,6,0,0,0,0,0,0,0
Eriogonum pharnaceoides,0,1,12,0,6,0,0,0,6
Eriogonum plumatella,0,0,11,0,2,0,0,11,0
Eriogonum polycladon,1,5,0,2,0,0,0,0,0
Eriogonum pusillum,2,8,0,0,0,0,0,0,0
Eriogonum racemosum,1,6,21,2,10,0,0,0,10
Eriogonum rosense,1,5,0,0,0,0,0,0,0
Eriogonum roseum,1,6,0,0,0,0,0,0,0
Eriogonum saxatile,1,6,0,0,0,0,0,0,0
Eriogonum shockleyi,1,1,0,2,0,0,0,0,0
Eriogonum sp,0,0,0,0,0,0,0,4,0
Eriogonum spergulinum,1,6,0,0,0,0,0,0,0
Eriogonum sphaerocephalum,1,6,0,2,0,0,0,0,0
Eriogonum sphaerocephalum var. halimioides,0,4,0,1,0,0,0,0,0
Eriogonum strictum,1,11,0,0,0,0,0,0,0
Eriogonum strictum var. proliferum,1,1,0,1,0,0,0,0,0
Eriogonum subreniforme,1,5,0,0,0,0,0,0,0
Eriogonum thymoides,1,6,0,0,0,0,0,0,0
Eriogonum tomentosum,1,1,1,0,1,0,0,0,0
Eriogonum trichopes,5,5,0,2,0,0,0,0,0
Eriogonum umbellatum,6,27,18,17,13,0,0,24,0
Eriogonum umbellatum var. aureum,0,0,0,0,0,0,0,13,0
Eriogonum umbellatum var. nevadense,0,4,0,1,0,0,0,0,0
Eriogonum ursinum,1,6,0,0,0,0,0,0,0
Eriogonum vestitum,1,6,0,0,0,0,0,0,0
Eriogonum vimineum,1,6,1,0,1,0,0,0,1
Eriogonum wrightii,3,21,10,2,2,0,0,14,0
Eriogonum wrightii var. membranaceum,0,4,0,2,0,0,0,0,0
Eriogonum wrightii var. subscaposum,1,5,0,2,0,0,0,0,0
Eriolaena kwangsiensis,1,1,0,0,0,0,0,0,0
Eriolaena spectabilis,0,0,0,0,1,0,1,0,0
Eriolobus trilobatus,0,1,0,0,0,0,0,0,0
Erioneuron pilosum,1,5,0,1,0,0,0,0,0
Eriope alpestris,1,0,0,0,0,0,0,0,0
Eriope angustifolia,1,0,0,0,0,0,0,0,0
Eriope arenaria,1,0,0,0,0,0,0,0,0
Eriope complicata,1,0,0,0,0,0,0,0,0
Eriope crassipes,1,0,0,0,0,0,0,0,0
Eriope filifolia,1,0,0,0,0,0,0,0,0
Eriope foetida,1,0,0,0,0,0,0,0,0
Eriope glandulosa,1,0,0,0,0,0,0,0,0
Eriope hypenioides,1,0,0,0,0,0,0,0,0
Eriope hypoleuca,1,0,0,0,0,0,0,0,0
Eriope latifolia,1,0,0,0,0,0,0,0,0
Eriope machrisae,1,0,0,0,0,0,0,0,0
Eriope macrostachya,1,0,0,0,0,0,0,0,0
Eriope parvifolia,1,0,0,0,0,0,0,0,0
Eriope salviifolia,1,0,0,0,0,0,0,0,0
Eriope tumidicaulis,1,0,0,0,0,0,0,0,0
Eriope velutina,1,0,0,0,0,0,0,0,0
Eriope xavantium,1,0,0,0,0,0,0,0,0
Eriophorum angustifolium,45,57,435,3,246,3,58,40,214
Eriophorum angustifolium subsp. triste,0,0,49,0,10,0,49,49,0
Eriophorum callitrix,1,1,0,2,0,0,0,0,0
Eriophorum chamissonis,1,0,0,0,1,0,0,3,0
Eriophorum comosum,2,6,0,4,0,0,0,0,0
Eriophorum crinigerum,2,7,0,0,0,0,0,0,0
Eriophorum gracile,10,17,0,4,0,0,0,0,0
Eriophorum latifolium,1044,23,1,0,0,0,0,15,0
Eriophorum scheuchzeri,23,12,19,2,8,0,24,19,1
Eriophorum sp,4,0,0,0,0,0,0,0,0
Eriophorum vaginatum,1854,58,92,0,165,2,108,73,3
Eriophorum virginicum,1,2,0,2,1,0,0,0,0
Eriophorum viridicarinatum,0,8,0,0,0,0,0,0,0
Eriophyllum confertiflorum,10,16,1,0,0,1,0,0,0
Eriophyllum confertiflorum var. confertiflorum,2,9,0,4,0,0,0,0,0
Eriophyllum lanatum,3,11,0,5,0,0,0,0,0
Eriophyllum lanatum var. arachnoideum,1,8,0,0,0,0,0,0,0
Eriophyllum lanatum var. grandiflorum,0,6,0,0,0,0,0,0,0
Eriophyllum lanatum var. integrifolium,1,7,0,0,0,0,0,0,0
Eriophyllum lanatum var. lanceolatum,2,10,0,0,0,0,0,0,0
Eriophyllum pringlei,1,8,0,4,0,0,0,0,0
Eriophyllum staechadifolium,2,9,0,5,0,0,0,0,0
Eriophyllum wallacei,1,8,0,0,0,0,0,0,0
Eriosema affine,1,1,0,0,0,0,0,0,0
Eriosema afzelii,1,1,0,0,0,0,0,0,0
Eriosema benthamianum,2,0,0,0,0,0,0,0,0
Eriosema brachyrhachis,2,0,0,0,0,0,0,0,0
Eriosema brevipes,2,0,0,0,0,0,0,0,0
Eriosema burkei,1,7,0,4,0,0,0,0,0
Eriosema campestre,2,0,0,0,0,0,0,0,0
Eriosema chinense,0,2,0,0,0,0,0,0,0
Eriosema congestum,2,0,0,0,0,0,0,0,0
Eriosema cordatum,1,1,0,0,2,0,0,0,0
Eriosema crassicaule,2,0,0,0,0,0,0,0,0
Eriosema crinitum,2,0,0,0,0,0,0,0,0
Eriosema cupreum,2,0,0,0,0,0,0,0,0
Eriosema defoliatum,2,0,0,0,0,0,0,0,0
Eriosema distinctum,0,0,0,0,18,0,0,0,0
Eriosema englerianum,1,1,0,0,0,0,0,0,0
Eriosema floribundum,2,0,0,0,0,0,0,0,0
Eriosema glabrum,2,0,0,0,0,0,0,0,0
Eriosema glaziovii,2,0,0,0,0,0,0,0,0
Eriosema glomeratum,1,7,0,5,0,0,0,0,0
Eriosema grandiflorum,1,10,0,0,0,0,0,0,0
Eriosema griseum,2,8,0,6,0,0,0,0,0
Eriosema heterophyllum,2,0,0,0,0,0,0,0,0
Eriosema irwinii,2,0,0,0,0,0,0,0,0
Eriosema laxiflorum,2,0,0,0,0,0,0,0,0
Eriosema lebrunii,2,8,0,4,0,0,0,0,0
Eriosema longiflorum,2,0,0,0,0,0,0,0,0
Eriosema longifolium,2,0,0,0,0,0,0,0,0
Eriosema macrostipulum,1,1,0,0,0,0,0,0,0
Eriosema montanum,3,9,0,4,0,0,0,0,0
Eriosema naviculare,1,1,0,0,0,0,0,0,0
Eriosema nutans,1,1,0,0,0,0,0,0,0
Eriosema obovatum,2,0,0,0,0,0,0,0,0
Eriosema parviflorum subsp. parviflorum,1,1,0,0,0,0,0,0,0
Eriosema platycarpon,2,0,0,0,0,0,0,0,0
Eriosema procumbens,1,8,0,0,0,0,0,0,0
Eriosema prorepens,2,0,0,0,0,0,0,0,0
Eriosema psoraleoides,10,16,0,6,0,0,0,0,0
Eriosema pulcherrimum,1,1,0,0,0,0,0,0,0
Eriosema pycnanthum,2,0,0,0,0,0,0,0,0
Eriosema riedelii,2,0,0,0,0,0,0,0,0
Eriosema rigidum,2,0,0,0,0,0,0,0,0
Eriosema rufum,2,0,0,0,0,0,0,0,0
Eriosema salignum,1,1,0,0,0,0,0,0,0
Eriosema scioanum,1,7,0,4,0,0,0,0,0
Eriosema simplicifolium,3,8,0,0,0,0,0,0,0
Eriosema sp,0,0,0,1,0,0,0,0,0
Eriosema stenophyllum,2,0,0,0,0,0,0,0,0
Eriosema strictum,2,0,0,0,0,0,0,0,0
Eriosema tacuaremboense,2,0,0,0,0,0,0,0,0
Eriosema triformum,7,7,0,0,0,0,0,0,0
Eriosema venulosum,2,0,0,0,0,0,0,0,0
Eriosema verdickii var. schoutedenianum,1,7,0,0,0,0,0,0,0
Eriosema violaceum,0,6,0,0,0,0,0,0,0
Eriospermum abyssinicum,2,4,0,0,0,0,0,0,0
Eriospermum bakerianum subsp. tortuosum,1,3,0,1,0,0,0,0,0
Eriospermum brevipes,1,3,0,1,0,0,0,0,0
Eriospermum cooperi,1,3,0,0,0,0,0,0,0
Eriospermum lanceaefolium,0,2,0,0,0,0,0,0,0
Eriospermum lanceifolium,1,1,0,1,0,0,0,0,0
Eriospermum mackenii,2,2,0,0,0,0,0,0,0
Eriospermum porphyrium,1,3,0,1,0,0,0,0,0
Eriospermum porphyrovalve,1,1,0,0,0,0,0,0,0
Eriostemon angustifolius,1,7,0,0,0,0,0,0,0
Eriostemon angustifolius subsp. montanus,1,1,0,0,0,0,0,0,0
Eriostemon australasius,5,12,29,0,24,2,5,1,0
Eriostemon buxifolius,2,2,0,0,0,2,0,0,0
Eriostemon buxifolius subsp. buxifolius,1,7,0,0,0,0,0,0,0
Eriostemon difformis,0,1,16,0,20,4,0,2,0
Eriostemon difformis subsp. difformis,2,0,0,0,0,0,0,0,0
Eriostemon ericifolius,1,7,0,0,0,0,0,0,0
Eriostemon hispidulus,3,7,0,0,0,0,0,0,0
Eriostemon linearis,0,0,2,0,0,1,0,1,0
Eriostemon myoporoides,2,0,0,0,0,0,0,0,0
Eriostemon myoporoides subsp. myoporoides,1,7,0,0,0,0,0,0,0
Eriostemon obovalis,2,0,0,0,0,0,0,0,0
Eriostemon pungens,1,7,0,0,0,0,0,0,0
Eriostemon scaber,1,1,0,0,0,0,0,0,0
Eriostemon scaber subsp. scaber,2,0,0,0,0,0,0,0,0
Eriostemon spicatus,0,0,0,0,0,1,0,0,0
Eriostemon trachyphyllus,1,7,0,0,0,0,0,0,0
Eriostemon verrucosus,1,7,1,0,0,0,1,0,0
Eriostemon virgatus,2,0,0,0,0,0,0,0,0
Eriostemon wonganensis,1,1,0,0,0,0,0,0,0
Eriosyce aspillagae,2,10,0,0,0,0,0,0,0
Eriosyce aurata,0,4,0,0,0,0,0,0,0
Eriosyce chilensis,0,4,0,4,0,0,0,0,0
Eriosyce curvispina,3,11,0,4,0,0,0,0,0
Eriosyce curvispina subsp. armata,1,1,0,0,0,0,0,0,0
Eriosyce engleri,1,5,0,0,0,0,0,0,0
Eriosyce eriosyzoides subsp. atroviridis,1,1,0,2,0,0,0,0,0
Eriosyce heinrichiana,2,6,0,4,0,0,0,0,0
Eriosyce kunzei,0,4,0,1,0,0,0,0,0
Eriosyce napina,1,5,0,2,0,0,0,0,0
Eriosyce napina subsp. lembckei,1,5,0,2,0,0,0,0,0
Eriosyce napina subsp. napina,1,5,0,2,0,0,0,0,0
Eriosyce occulta,1,5,0,2,0,0,0,0,0
Eriosyce odieri,0,4,0,2,0,0,0,0,0
Eriosyce odieri subsp. krausii,2,6,0,2,0,0,0,0,0
Eriosyce odieri subsp. odieri,1,1,0,2,0,0,0,0,0
Eriosyce odieri var. odieri,0,4,0,0,0,0,0,0,0
Eriosyce paucicostata,0,5,0,0,0,0,0,0,0
Eriosyce paucicostata subsp. paucicostata,1,1,0,2,0,0,0,0,0
Eriosyce senilis,2,2,0,0,0,0,0,0,0
Eriosyce senilis subsp. coimasensis,1,1,0,0,0,0,0,0,0
Eriosyce senilis subsp. senilis,0,0,0,2,0,0,0,0,0
Eriosyce simulans,2,2,0,2,0,0,0,0,0
Eriosyce sociabilis,1,1,0,2,0,0,0,0,0
Eriosyce sp,0,0,0,1,0,0,0,0,0
Eriosyce subgibbosa,1,13,0,6,0,0,0,0,0
Eriosyce subgibbosa subsp. clavata,1,1,0,2,0,0,0,0,0
Eriosyce subgibbosa subsp. nigrihorrida,1,1,0,0,0,0,0,0,0
Eriosyce subgibbosa subsp. subgibbosa,5,5,0,4,0,0,0,0,0
Eriosyce subgibbosa subsp. wagenknechtii,1,1,0,2,0,0,0,0,0
Eriosyce villosa,1,1,0,2,0,0,0,0,0
Eriotheca candolleana,8,0,0,0,0,0,0,0,0
Eriotheca discolor,0,0,2,0,1,2,0,1,0
Eriotheca estevesiae,1,0,0,0,0,0,0,0,0
Eriotheca globosa,8,0,2,0,3,0,1,1,0
Eriotheca gracilipes,2,0,6,0,0,0,0,0,0
Eriotheca longipedicellata,0,0,0,0,0,0,1,0,0
Eriotheca longitubulosa,0,0,3,0,2,0,0,8,1
Eriotheca macrophylla,0,0,5,0,0,0,6,12,0
Eriotheca parvifolia,1,0,0,0,0,0,0,0,0
Eriotheca pentaphylla,7,0,1,0,0,0,0,0,0
Eriotheca pubescens,1,0,3,0,34,0,0,0,0
Eriotheca roseorum,1,0,0,0,1,1,0,0,0
Eriotheca sp,0,0,4,0,4,0,0,15,2
Eriotheca surinamensis,4,0,0,0,0,0,2,0,0
Eriothrix commersonii,1,1,0,0,0,0,0,0,0
Erisma bicolor,0,0,0,0,2,0,1,0,0
Erisma blancoa,0,0,0,0,2,0,0,0,0
Erisma bracteosum,0,0,0,0,0,0,1,0,0
Erisma calcaratum,0,0,2,0,2,1,1,0,1
Erisma floribundum,6,0,1,0,1,0,1,0,1
Erisma floribundum var. floribundum,0,0,0,0,1,0,0,4,0
Erisma fuscum,0,0,0,0,0,0,1,0,0
Erisma gracile,0,0,0,0,0,0,1,0,0
Erisma sp,0,0,0,0,2,0,0,0,0
Erisma splendens,0,0,0,0,0,0,1,0,0
Erisma uncinatum,6,0,58,0,110,6,1,21,55
Erismadelphus exsul,0,0,0,0,0,1,0,0,0
Erithalis fruticosa,1,1,2,0,8,0,0,0,0
Eritrichium caucasicum,0,2,10,0,7,0,10,11,1
Eritrichium nanum,11,2,14,0,0,0,31,20,0
Eritrichium rupestre,0,0,1,0,0,0,0,0,0
Eritrichium villosum,0,0,0,0,1,0,0,3,0
Erlangea alternifolia,1,1,0,0,0,0,0,0,0
Erlangea remifolia,7,9,0,6,0,0,0,0,0
Erlangea smithii,4,10,0,0,0,0,0,0,0
Ernodea littoralis,0,6,0,0,0,0,0,0,0
Ernodea serratifolia,1,1,0,4,0,0,0,0,0
Erodiophyllum elderi,0,0,0,4,0,0,0,0,0
Erodium acaule,2,1,0,0,0,0,0,0,0
Erodium aureum,0,1,0,0,0,0,0,0,0
Erodium boissieri,0,1,0,0,0,0,0,0,0
Erodium botrys,14,18,46,0,45,0,0,46,0
Erodium brachycarpum,12,15,1,0,1,0,0,0,1
Erodium carolinianum,1,1,0,0,0,0,0,0,0
Erodium chium,2,1,0,0,0,0,0,0,0
Erodium ciconium,8,24,12,0,6,0,0,6,3
Erodium cicutarium,90,64,36,4,14,5,4,41,12
Erodium corsicum,1,1,0,0,0,0,0,0,0
Erodium crassifolium,3,3,0,3,0,0,0,0,0
Erodium crinitum,19,17,1,3,0,2,0,0,0
Erodium cygnorum,1,7,0,4,0,0,0,0,0
Erodium glaucophyllum,1,9,25,5,10,1,0,0,10
Erodium gruinum,2,8,0,4,0,0,0,0,0
Erodium hoefftianum,0,0,6,0,0,0,0,6,0
Erodium laciniatum,3,8,0,3,0,0,0,0,0
Erodium lebelii,3,4,1,0,0,0,0,10,0
Erodium malacoides,7,5,2,0,0,1,0,0,0
Erodium manescavi,2,7,0,0,0,0,0,0,0
Erodium maritimum,0,6,0,4,0,0,1,0,0
Erodium moschatum,19,23,1,4,0,0,0,20,0
Erodium moureti,2,2,0,0,0,0,0,0,0
Erodium oxyrhinchum,3,3,2,0,3,0,4,0,0
Erodium rupicola,0,1,0,0,0,0,0,0,0
Erodium salzmannii,1,1,0,0,0,0,0,0,0
Erodium sp,0,0,0,0,1,2,0,0,0
Erodium stephanianum,0,0,3,0,0,1,3,0,0
Erodium texanum,3,10,0,6,0,0,0,0,0
Erodium trifolium,1,1,0,0,0,0,0,0,0
Erophaca baetica,0,7,0,2,0,0,0,0,0
Erophaca baetica subsp. baetica,0,0,0,4,0,0,0,0,0
Errazurizia multifoliolata,1,1,0,0,0,0,0,0,0
Eruca vesicaria,28,72,88,5,42,0,2,0,40
Erucaria hispanica,1,8,0,0,0,0,0,0,0
Erucaria pinnata,11,11,0,0,0,0,0,0,0
Erucaria rostrata,6,2,0,0,0,0,0,0,0
Erucastrum gallicum,19,9,0,1,0,0,0,0,0
Erucastrum nasturtiifolium,19,8,2,0,0,0,0,20,0
Erucastrum strigosum,1,13,0,0,0,0,0,0,0
Erucastrum supinum,4,0,0,0,0,0,0,0,0
Erucastrum virgatum,2,1,1,0,0,0,0,0,0
Erycibe borneensis,0,0,2,0,0,0,0,0,0
Erycibe borneensis var. collina,0,0,1,0,0,0,0,0,0
Erycibe coccinea,0,0,0,0,0,4,0,0,0
Erycibe coriacea,0,0,0,0,0,1,0,0,0
Erycibe glomerata,0,0,0,0,0,1,0,0,0
Erycibe henryi,0,0,1,0,0,0,0,0,0
Erycibe maingayi,0,0,0,0,0,1,0,0,0
Erycibe obtusifolia,0,0,2,0,3,0,2,0,1
Erycibe praecipua subsp. borneensis,0,0,1,0,0,0,0,0,0
Erycibe sp,0,0,1,0,0,3,0,0,0
Erycibe tomentosa,0,0,0,0,0,1,0,0,0
Erycina pusilla,1,0,0,0,0,0,0,0,0
Erymophyllum glossanthus,1,7,0,7,0,0,0,0,0
Erymophyllum ramosum,0,7,0,7,0,0,0,0,0
Erymophyllum tenellum,1,7,0,0,0,0,0,0,0
Eryngium agavifolium,3,10,2,0,3,0,0,0,2
Eryngium alpinum,10,4,0,0,0,0,0,0,0
Eryngium amethystinum,1,1,0,0,0,0,0,0,0
Eryngium aristulatum,1,1,0,0,0,0,0,0,0
Eryngium armatum,1,8,0,0,0,0,0,0,0
Eryngium articulatum,2,10,0,0,0,0,0,0,0
Eryngium beecheyanum,1,1,0,0,0,0,0,0,0
Eryngium billardierei,3,9,0,7,0,0,12,0,0
Eryngium billardieri,0,0,0,5,0,0,0,0,0
Eryngium bourgatii,2,8,0,0,0,0,0,0,0
Eryngium brasiliense,1,0,0,0,0,0,0,0,0
Eryngium bungei,0,0,2,0,0,0,7,2,0
Eryngium bupleuroides,1,1,0,0,0,0,0,0,0
Eryngium campestre,40,40,19,1,3,3,1,21,0
Eryngium caucasicum,1,12,0,4,0,0,0,0,0
Eryngium coelestinum,0,1,0,0,0,0,0,1,0
Eryngium corniculatum,3,3,0,0,0,0,0,0,0
Eryngium creticum,8,16,0,7,0,0,0,0,0
Eryngium cymosum,1,1,0,4,0,0,0,0,0
Eryngium depressum,1,7,0,0,0,0,0,0,0
Eryngium dilatatum,1,1,0,0,0,0,0,0,0
Eryngium duriaei,4,4,0,0,0,0,0,0,0
Eryngium ebracteatum,1,0,0,0,0,0,0,0,0
Eryngium eburneum,1,0,0,0,0,0,0,0,0
Eryngium elegans,1,0,0,0,0,0,0,0,0
Eryngium eurycephalum,1,0,0,0,2,0,0,0,0
Eryngium falcatum,1,7,0,0,0,0,0,0,0
Eryngium floribundum,1,0,0,0,0,0,0,0,0
Eryngium foliosum,1,0,0,0,0,0,0,0,0
Eryngium galioides,1,1,0,0,0,0,0,0,0
Eryngium giganteum,2,9,0,0,0,0,0,0,0
Eryngium glaziovianum,0,0,1,0,0,1,0,0,0
Eryngium glomeratum,3,9,0,7,0,0,0,0,0
Eryngium goyazense,1,0,0,0,0,0,0,0,0
Eryngium hemisphaericum,1,0,0,0,0,0,0,0,0
Eryngium heterophyllum,2,2,0,4,0,0,0,0,0
Eryngium hookeri,1,1,0,0,0,0,0,0,0
Eryngium horridum,3,2,0,0,2,0,0,0,1
Eryngium humboldtii,3,2,0,4,0,2,0,0,0
Eryngium integrifolium,2,2,0,4,0,0,0,0,0
Eryngium irwinii,1,0,0,0,0,0,0,0,0
Eryngium junceum,1,0,0,0,0,0,0,0,0
Eryngium juncifolium,1,0,0,0,0,0,0,0,0
Eryngium lacustre,1,0,0,0,0,0,0,0,0
Eryngium leavenworthii,1,7,0,4,0,0,0,0,0
Eryngium malmeanum,1,0,0,0,0,0,0,0,0
Eryngium marginatum,1,0,0,0,0,0,0,0,0
Eryngium maritimum,45,30,3,6,0,0,1,36,1
Eryngium megapotamicum,1,0,0,0,0,0,0,0,0
Eryngium nudicaule,2,9,0,0,1,0,0,0,1
Eryngium ovinum,3,10,0,0,0,0,0,0,0
Eryngium paludosum,1,1,0,0,0,0,0,0,0
Eryngium pandanifolium,1,0,0,0,0,0,0,0,0
Eryngium paraguariense,1,0,0,0,0,0,0,0,0
Eryngium pinnatisectum,1,8,0,0,0,0,0,0,0
Eryngium plantagineum,1,0,1,4,0,2,0,0,0
Eryngium planum,8,12,0,0,0,0,0,0,0
